Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","2","05/07/25 17:33","05/07/25 18:29","13840","S 05/07/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","3","05/07/25 18:30","05/07/25 19:26","11889","S 05/07/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","4","05/07/25 19:29","05/07/25 20:36","8968","S 05/07/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","1","05/08/25 17:41","05/08/25 18:23","4392","S 05/08/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","2","05/08/25 19:01","05/08/25 19:02","176","S 05/08/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","3","05/08/25 19:14","05/08/25 21:58","21411","S 05/08/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","4","05/08/25 22:08","05/08/25 23:26","7565","S 05/08/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","1","5","05/08/25 23:28","05/09/25 07:45","28","S 05/09/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","05/09/25 17:36","05/09/25 19:33","8651","S 05/09/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","05/09/25 20:00","05/09/25 23:55","38258","S 05/10/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","05/12/25 17:32","05/12/25 19:11","7891","S 05/12/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","05/12/25 19:12","05/12/25 19:52","8014","S 05/12/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","05/12/25 20:16","05/12/25 20:27","2910","S 05/12/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","05/12/25 20:28","05/12/25 20:38","2221","S 05/12/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","05/12/25 20:46","05/12/25 21:16","7254","S 05/12/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","10","05/12/25 21:17","05/12/25 21:49","4918","S 05/12/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","11","05/12/25 21:50","05/12/25 22:12","4548","S 05/12/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","12","05/12/25 22:13","05/12/25 23:25","13250","S 05/12/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","10","05/13/25 17:48","05/13/25 17:52","403","S 05/13/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","11","05/13/25 18:02","05/13/25 18:03","250","S 05/13/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","12","05/13/25 18:48","05/13/25 19:55","8670","S 05/13/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","13","05/13/25 20:31","05/13/25 21:59","15085","S 05/13/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","14","05/13/25 22:03","05/13/25 23:46","17083","S 05/13/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","05/14/25 17:36","05/14/25 23:30","34103","S 05/14/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","2","05/07/25 17:51","05/07/25 19:59","17381","S 05/07/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","3","05/07/25 20:35","05/07/25 20:59","2662","S 05/07/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","4","05/07/25 21:00","05/07/25 21:02","226","S 05/07/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","05/08/25 18:05","05/08/25 23:22","61740","S 05/08/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","16","05/09/25 17:35","05/09/25 23:06","51965","S 05/10/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","13","05/12/25 17:33","05/12/25 21:57","33591","S 05/12/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","14","05/12/25 22:08","05/12/25 23:33","17832","S 05/12/25","NS",
